Tweet ID,Entity,Sentiment,Tweet Content
11734,Twitter,Neutral,"Happy 25th birthday, Tetris! xoxoxoxo "
91167,Twitter,Neutral,Hey girls! Im out of school... Finished my finals for today!  gonna be on twitter a lot today!!
68103,CoachDeb,Neutral,@CoachDeb When you send my signed copy and only if it is as great as your tweets then it will become my recommended reading for tweeps 
86383,justviewing13,Neutral,@justviewing13 's house  brought goodies for him.. haha..
36239,Facebook,Neutral,"Yesterday was a day of beach, bumming, and beer. Today I make up for it in shipping hell...then more bumming tonight "
61262,Google,Negative,;; argh....why can't i fall asleep? 
35497,Netflix,Irrelevant,stupid trains im sat around waiting for a train to come in and also i need a job but im to crap to get one  mighty ass-nut
91290,twitter,Negative,@twitter Why can't I add someone i want to get SMS updates. I can't turn ON Device updates. 
65397,Facebook,Neutral,Photo: annimal24: wooo that would be me  and bridge holding the sign. awesome afternoon! concert tomorrow... http://tumblr.com/xg21x6ovi
82293,WoWInsider,Positive,"@WoWInsider Nope... on main #2. Started as a hunter, now a resto druid. "
25996,FIFA,Irrelevant,is leaving tomorrow for manila and she hasn't even packed yet. 
6634,CS-GO,Irrelevant,It s a boring day 
70825,Amazon,Positive,just ate green mangoes and chocolate ice cream 
51623,PCOSChick,Positive,@PCOSChick Am hoping to try it out a bit later...will keep you posted! 
46001,Netflix,Positive,aT HOME GETTiN REaDiI FOR mAH LuNCH DaTE  CaNT WAiT! 
96364,ms_muffet,Positive,@ms_muffet I hope Griffin is behaving! 
40648,Google,Irrelevant,exams this week  ahhhh!
45291,taylorswift13,Neutral,Juat watched White Horse by @taylorswift13 and Wizards of Waverly Place 
28990,cubed2D,Positive,"@cubed2D Yeah, I meant anime more than Japanese games. (I like hand-drawn anime actually  )"
58809,MrsOfficerTia,Positive,@MrsOfficerTia i def. got lost in those pics for a min.  @kimmikennedy
43536,jeannemariepics,Neutral,"@jeannemariepics Hi there! I'm good, hanging out with the baby  and yourself?"
74428,queenbkelly,Positive,@queenbkelly ...You saw WHO!? 
58318,Twitter,Neutral,"Another day of sun, fun and riding the bike. So gonna sit in park later and use shiny, new iphone, yay! "
23596,granulac,Irrelevant,@granulac MILF Island is real.... 
8267,CS-GO,Irrelevant,Video chattin wit my babe...he's still in florida 
25770,MaddenNFL,Negative,trying not to be so rude! been a little outspoken than usual 
67791,Microsoft,Neutral,"ohh hhaa its okey kok.. well, i've been with telkomsel since i was 11 hahaa, what a loyal consumer right "
57447,macmark,Irrelevant,@macmark http://twitpic.com/7ty1z - i doh like dis pic  i look fat
16688,darathebeara,Negative,@darathebeara what happened? 
7935,Amazon,Negative,hates doing assignments. 
84767,Apple,Neutral,on iminlikewithyou    
57433,Microsoft,Irrelevant,Rachel Getting Married. It wasn't bad. Just another predictable independant film. 
52819,akfarrell,Positive,$@akfarrell I can see that. Of course if you see every reply it might drown out your stream   Ideally they'd let u choose on clientside.
66596,greekdude,Neutral, welcome back here!!! @greekdude
55838,thouposbrook,Negative,@thouposbrook fine. i'll take my 'fresh air' elsewhere. 
50517,AnnagailW,Positive,@AnnagailW A HD camcorder 
29588,MaddenNFL,Neutral,"I think i learn to expand my mind with each day, I'm really liking this. Sweet dreams! "
40447,Facebook,Negative,brain is on fire 
10432,cravenjade,Neutral,@cravenjade That sounds like a step in the right direction. Keep us posted on how it goes. 
66135,Amazon,Irrelevant,"Just a heads up. Site's being wonky, so will like probably post late today. Flippin technical issues. "
34058,Apple,Irrelevant,What's wrong??? 
87402,Netflix,Positive,"Hello! Work is goin ok, have escaped all the moving so far! Another beautiful day, 3 left at the shop! "
25053,cfreshdesigns,Irrelevant,@cfreshdesigns you got tix to see Transformers and I don't 
90590,coreyperlman,Irrelevant,"@coreyperlman I would if I could, it's for my husband and I'm not excited about the plans! But we've put it off for 2 Fridays now. "
8025,Apple,Irrelevant,Boss is back.  No lunch for me 
32952,CS-GO,Positive,I'm from VH1 generation and I luv it beib 
72832,jumpinjimmyjava,Positive,@jumpinjimmyjava http://twitpic.com/6i3wg - Wow! Keep them coming! 
69567,ensredshirt,Positive,@ensredshirt I rolled down and saw that you said something about naked men being ugly and I replied to it  lol
99200,jarreauman,Neutral,"@jarreauman Babe. what can I tell u? I run into &quot;the mouse&quot; last night, what a joy! I'll look for him 2nite and let u know. "
43096,Amazon,Neutral,great friday and saturday.almost summer!!!! 
59846,Facebook,Irrelevant,Still doin work for housing in the quad  until 4am...the l. Atleast I don't have to get up until 8:30 am. Lol...
1108,Apple,Positive,Uploading some new stuff to Flickr  http://www.flickr.com/photos/knittedpainting
67399,FIFA,Negative,I'm really starting to hate my job : I'm really starting to hate my job  http://tinyurl.com/o7zxde
18622,Netflix,Negative,Who the fuck was smoking in the ATM? Now the whole branch smells like ciggarettes 
94100,holbrookr6,Negative,@holbrookr6 ...and you made me sick now 
73630,David_Henrie,Negative,@David_Henrie i agree. this is sad 
76172,Apple,Negative,"omfg :| new kids splitting after full service tour, this can't be possible "
81883,Amazon,Irrelevant,Why isnt my picture loading!! 
15237,chictopia,Positive,@chictopia Let me know what you think- I have a long list of other great designers 
76375,Google,Negative,"I wish I had a car... need to give out resumes, but the weather is horrible... "
33587,DanWarp,Negative,@DanWarp http://twitpic.com/6s8ah - i cant see it! 
65374,Microsoft,Irrelevant,Magelang... I'm coming 
84942,FIFA,Irrelevant,is recovering from the last week...back to class AND work today &amp; it stinks!  Last night was BEYOND amazing! ;) Still seems like a dream!
29709,STARisDAbomb,Irrelevant,@STARisDAbomb aww  well wat is i gonna do in me spare time if i cannot stalk yooh? o.O
93868,ruttanamy,Irrelevant,@ruttanamy ouch hon!! Take it easy and stay off it as much as you can. Hope it gets better 
65661,krissyface12,Negative,".@krissyface12  is home,her real home of sweet alabama!!! i miss her already,didnt get to say goodbye "
68557,DavidArchie,Neutral,"@DavidArchie Ah, I love the script! Their album rocks, breakeven is another good song by them, you should give it a listen "
26395,mmulcahy,Positive,@mmulcahy Yes!!!  I was waiting for that one. haha  What would you do with 1m dollars?  I'd tell ya... 2 chicks at once.   [office space]
15713,rissyc,Positive,"hilarious games with @rissyc, elm2885 and runner friends "
21230,FIFA,Positive,Hospitals are the lowest point ... Tuesday will be better  right?
56023,CS-GO,Irrelevant,Why do I makes plans to do things early Saturday morning  #regret
11986,Apple,Neutral,Having &quot;tweeted&quot; in a while so I thought I would just laying here relaxing watching my girl chelsea 
96468,FIFA,Negative,Have a terrible headache right now 
91900,Google,Positive,can someone help me fix my twitter profile? 
25925,FIFA,Neutral,Is getting ready then off to Boston to pick up Madre! 
44520,RuthyLovesNKOTB,Positive,@RuthyLovesNKOTB that's so good to hear. I love hearing stories like that 
81163,Amazon,Neutral,I now have 6 external HDDs for a total storage of... 4.5 terabytes  oh wait... *script writing*
49358,Amazon,Neutral,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine) "
87026,himynameisrose,Positive,@himynameisrose yeah that was part of it aswell 
45490,Twitter,Neutral,All the money in the world could never make me as happy as being a stay-at-home mom with my son 
96350,CS-GO,Irrelevant,Happy Father's Day to my absolutely wonderful Dad!! &lt;3 you! wish I was there      .... around gettin lotsa sheeit done today!
97848,Google,Positive,There was a random kid following us at the arcade on Sat. The smile on his face when we took photos tgt surely did put a smile on me too! 
20567,twitmatic,Positive,@twitmatic Thanks.. Can't wait to get started with the service... 
51288,triplejbrekkie,Negative,@triplejbrekkie Thanks for rubbing it in for all of us who didnt get Splendour tickets 
43865,Netflix,Positive,''everything is not wat it seems...'' -dad 
14048,eboogie,Positive,@eboogie first friday fellowship tonight... come! 
28928,SupaFancy,Irrelevant,@SupaFancy I'm not 25 either 
80642,Netflix,Positive,Cheerleading today.&lt;3  Home with my bestfriend. 
97182,FIFA,Positive,and fist leaving exam is over 
93724,Google,Negative,Please.. Someone.. Bring back my yahoo messenger for me 
44363,dongwayne,Irrelevant,@dongwayne YOU HATE ME! WHAT DID I EVER DO TO YOUUUUUUU?! 
32925,Microsoft,Neutral,Chapter finished. 
99538,smokinace88,Negative,@smokinace88 LOL I hear it helps. Oh &amp; yes on New Moon. Hated that she found out about Jake the way she did. 
94967,dszuc,Negative,@dszuc @martinpolley The increased popularity of the mac does mean that the risk of viruses/spyware has increased... 
5234,Twitter,Negative,And then two huge girls sit next to me and eat hamburgers with their mouth open 
71578,bustyrachel,Neutral,@bustyrachel thankkkkkkkk you rachel  you are the bestest kisses xoxoxoxo
47383,light_bikes,Positive,@light_bikes sounds good to me  hahaha
95675,Alleycat24,Neutral,@Alleycat24 Goodnight 
79975,christel728,Negative,@christel728 even i watch that.  before. )
81359,FIFA,Neutral,it's time to rise and shine 
65674,CS-GO,Negative,"All the short haired halle berry hoes are always hatin on me, my punishment? It always takes me 6-7 hours when I want to jazz my color up "
53190,Twitter,Neutral,Cuba trip booked 
29033,langfordperry,Irrelevant,@langfordperry me and my cousin asked you lots of questions on kevinpollakshow but he never read it out  anyway your awesome x
43814,princessdangerx,Irrelevant,@princessdangerx you already have 
10529,BrazillofBLAK,Irrelevant,@BrazillofBLAK grrrr that sucks  -tear-
7320,Amazon,Positive,Off to get some work done. Happy Monday 
13158,fireminx,Irrelevant,@fireminx I was just thinking about cup and saucer the other day! 
9308,cancersurvivorx,Positive,@cancersurvivorx what happen to cho cho boats? @top5jamaica going &quot;live&quot; tomorrow 
87153,SarahPDhillon,Neutral,@SarahPDhillon ... Im pretty sure toronto is a change 
59089,mari_possa,Positive,"@mari_possa of course, yes, follow me! im down with that  Thanks"
44626,Amazon,Irrelevant,"poor mama, her hand is swollen from that yellow jacket sting "
84980,Microsoft,Positive,is listening to music 
89243,Apple,Irrelevant,Just checked out Google Wave. It looks pretty cool. Although I never get to try out Google Products with friends because no one has them. 
39523,Bellaventa,Irrelevant,@Bellaventa - Not really. All airlines are changing schedules to make sure flights are full... not much we can do.  
10763,MaddenNFL,Neutral,Don't you matter what ppl might say black woman your my everything.  
98475,Netflix,Negative,is soo hot. 
29762,THE_REAL_SHAQ,Positive,@THE_REAL_SHAQ i met u in LA. u were really tall. 
85787,MaddenNFL,Positive,Just made rachel an account aren't i great 
4744,Twitter,Positive,Listen some music 
34407,Tori830,Positive,@Tori830 I LOVE that! You are the girl that's REALLY HOT! 
16222,fangsy101,Positive,@fangsy101 woo. who are you? 
79279,Netflix,Neutral,Doesnt know how this thing works and is exhausted from 6 flags and her tummy is happy that it FINALLY got Olive Garden 
50694,DCdebbie,Positive,@DCdebbie hehe are you tweeting with him right there? 
44659,MaddenNFL,Negative,I miss my brain - i wonder where it is now...  
76518,viridescent_,Negative,@viridescent_  the rain makes me sad.
5862,SenseiRAM,Positive,@SenseiRAM We missed you 
3392,ESCOBEATZ,Positive,@ESCOBEATZ nah i wont. my girl is comin with me... just don't drool! cuz she's gorgeous! 
32174,Amazon,Neutral,1 nostril piercing and 1 wrist implant later  it's gonna be a good night tonight... Open till midnight if you wanna visit
37207,JustineLavaworm,Neutral,"@JustineLavaworm Thankfully! In any case, I loved the story. "
70294,andyclemmensen,Positive,@andyclemmensen aha nice! you were in my dream latst night  i love you  
96483,Netflix,Positive,sitting in hospital with jaimie and her new baby 
70599,Amazon,Negative,Still feeling bad about it  alcohol isn't an excuse but without it in my system then I dnt thnk this will ever happen.
81711,FIFA,Negative,"Bloody sandstorm, no Beach today then. "
79416,mringlein,Neutral,@mringlein Hopefully you remember meeting ME last night. Because I'm unforgettable. 
24710,Netflix,Negative,"Why does Australia have to be 16,000km away  *is in blues mode*"
12023,DavidArchie,Neutral,@DavidArchie Welcome to the Philippines! 
60229,rafita4,Positive,"@rafita4 Donnie Darko, it's the best movie ever. "
98282,FIFA,Positive,mmmmm jazz all day!!!  text it  5037379940
18103,oxEmalieexo,Positive,@oxEmalieexo: Yeah! Ronnie was a awesome crazy bus driver ;D And then just looked pretty and sang good the rest of the vid.Being Ronnie 
82612,CS-GO,Negative,"Nofx new album, uh yes please. Also, why cant macbooks have more usb ports "
13229,Microsoft,Neutral,"Been waiting for some decent telly all day now Doc Martin, 8out of10 and jonathon ross all in a row  happy times"
35647,Twitter,Irrelevant,always make sure there isn't glass in front of something when you go to look at it...my head still hurts  x
67642,gfalcone601,Positive,"@gfalcone601 Yeah, I know that  How was the wedding yesterday? Did you have fun?  Unfortunately without Tom,right? I saw him ) xx"
31950,youngq,Negative,"@youngq Hope u have a great Father's Day...my dad isn't doing to well today, so its a rough one for me "
78171,coopertracy,Neutral,"@coopertracy   Sorry, we'll try to keep it down.  "
89521,lindachong,Irrelevant,@lindachong yikes! not really sure. 
79767,giasierra,Positive,@giasierra thanks boo  Good Morning n Happy Friday to u also .. U goin out tonight?
89351,tommcfly,Positive,"@tommcfly oh my love, and you could compose music on a piano for me * dreams * Lol, just kidding "
71563,Apple,Positive,"Morning Tweeps  yay Friday, although everyday is a Friday right? ;)"
6974,Google,Negative,"OMG!! So, this is how it ends  ... *GREAT job Lebron, U're still the M.V.P.*"
89587,QUEFROMWASH,Irrelevant,@QUEFROMWASH lol damn dats sad hahaha lmfao!!!  (:
56717,Ramii01,Neutral,@Ramii01 lol ive neva herd of it :o just send me it 
16203,CS-GO,Negative,is still laughing from yesterday at Wild Waters! But is sad she couldn't get an airbrush tattoo 
55868,CS-GO,Negative,"Ah damn, I was really hoping to get this script down to 10 pages, but I can't find anything else to cut out "
71767,Facebook,Negative,pleased with ÃÂ£10 shoes from Tesco. but why did the sun go in time for the weekend 
24382,Chaser2420,Neutral,I love @Chaser2420 too! he's the man I want to be when i grow up! 
72046,Amazon,Neutral,And it's foosball time... time to kick arse 
46159,FIFA,Positive,you can hold more water in an open palm than a clenched fist (not sure who said this  )
49884,madalinaa,Positive,"@madalinaa - I think yes! My PC completely dying on me was a great motivation to get a Macbook. It shouldn't be, but it was "
50867,Facebook,Negative,So tired  did not plan on being out this late
59748,jesskry,Positive,@jesskry sorry that came out weird.  what channel is it on?  thank you 
96071,Vixster25,Irrelevant,"@Vixster25 Yeah I'm good thanks hun. Whoo-hoo to a London summit, though I don't think I can make it. "
13589,Amazon,Positive,Lentil and tomatoe soup on the boil .... Home made of course 
22539,puggylicious,Negative,@puggylicious sorry to hear about your job. hard times. 
89574,Apple,Neutral,Turning 18 in a month and i cant wait to get my dimples pierced 
41535,Apple,Positive,Baby Massage in 45 minuites...wondering how long she'll last today 
64343,lilchrishardman,Irrelevant,@lilchrishardman ouchh  well my cough got worse after saturday  and 2day i had a maths exam BORING but hey random comment back from me
14106,ladyalby7,Negative,@ladyalby7 I hate it when days off from work go so fast. 
66856,randomefilms,Positive,@randomefilms Goodnight? What about good grief   
73288,KelvinEldridge,Positive,"@KelvinEldridge Hey, whatcha doing up so late? Want to edit my last 22 pages? "
15407,Facebook,Irrelevant,Going to sleep. Blahh full day of school tomorrow  sad sad. Hahaha night!
36305,shug24,Negative,@shug24 I'm missing u already BMax... 
60838,LoreleiSpencer,Positive,@LoreleiSpencer I stand corrected!  Up market Firies.... 
42708,CS-GO,Neutral,"things are going good, that's really good. beach day "
61315,Twitter,Negative,I cannot get out of bed today 
57864,Amazon,Negative,RIP Granny 
17818,Google,Positive,"Finished the show, david copperfield is pretty darn good! "
80626,Apple,Irrelevant,Trying to get all of my work done so that I can actually enjoy my vacation to CA that I leave for on Tuesday.  Too much to do!!!  
89237,FIFA,Irrelevant,says :'-( (tears)  http://plurk.com/p/13vdxk
75397,Apple,Irrelevant,so tired and dont wanna move...but need to atleast start a new song 2day  aww maaan lol
90667,Google,Irrelevant,@ work having lunchbreak and feeling Blegh !! Don't know what the &quot;problem &quot; is with me ...  I'm tired and my mind is messed up....
71037,daevidrei,Positive,"@daevidrei lolwhat at your status. xD Another site to feel obligated to go on, I guess. Sigh. What about your blogger? "
99238,iamthegreatest,Irrelevant,"@iamthegreatest How 'bout sorry, only time we can do it.  Sowy."
71037,CS-GO,Neutral,30th May 2009 - Unlocked 160 Gamerscore 
41026,Twitter,Negative,My shoes and socks are wet and it's not very nice  Luckily I'm at home soon
29437,jdyates,Irrelevant,"@jdyates @airrun it's sad, but http://tweetake.com/ only took me back to April of this year "
70409,miss_emmajane,Neutral,@miss_emmajane ooh it looks nice!! i could do with that right about now... i'm hungry all over again! 
9285,CS-GO,Negative,he's making me feel bad about moving 
96111,bellamy,Irrelevant,"@bellamy - or else, there's not much we can do with Indonesian television  They air what we actually want to see."
93651,CS-GO,Negative,Morning. Coulndt sleep last night. Woke up with a really bad stomach ache. 
26952,FIFA,Irrelevant,gonna start job hunting 2day.. iv literally got naff all 2do now im dun wiv uni  gonna b rather bored this wk lol
90306,melncyia,Positive,@melncyia but hey u have to wear it now anyone else...so do u lil mama 
86619,Facebook,Negative,Aww my brother was wait listed for his trip to Japan. I hope someone drops out so he can go! I feel so bad for him. 
89398,TonyaR,Irrelevant,@TonyaR is it ever sunny there you always seem to be in rain?   you play vball outside?
43150,britneyspears,Irrelevant,The week goes so fast but the weekend goes faster  Monday again! But @britneyspears on Wednesday!!!!! Can't wait!!! X
1223,bekakeb,Positive,@bekakeb thank's yaa bekkaa 
65412,Apple,Neutral,http://twitpic.com/6qf19 - coolest sunglasses 
99842,PerezHilton,Irrelevant,@PerezHilton  awww  i love you. anyone who doesn't believe you is a dumbo
99473,MaddenNFL,Neutral,"Good bye Selenium 1.0-beta2, say hello to version 1.0 in pom.xml. Already  uploaded to maven repositories "
66312,CS-GO,Positive,"I should sleep but I shall write instead. I've got Graduation rehearsal at 1pm tomorrow, yay!! I'll sleep eventually. "
75327,shrlv,Neutral,@shrlv hhhhhhhhhhhhhhhhhhhhhhho mama dont feel bad=[ AND TIPSHANTZ ..?? ?? ????? 
81146,Amazon,Irrelevant,okk so i just saw the finale of the qame cuz i dvr'd it &amp;+ i cried like a baby.. omq i'm so emotional today 
73747,Apple,Positive,Just tell me. Now what do I do? I've fallen for you. And I can't tell u how crazy my heart is for u. 
73874,dannywood,Positive,"@dannywood Enjoy your time off  Get lots of R&amp;R, you'll need it for the summer. I'm going 5* in Chicago, FIND ME "
30230,Microsoft,Irrelevant,Wow  I clicked on the &quot;Trending Topics&quot; for Secret Life and it ruined the season for me. Good one Angela.
7659,Facebook,Positive,"Damnnnn I need to get back in shape!! and  my doggy is depressed since we got our pup this year,gonna take her for a run to cheer her up "
95822,FIFA,Irrelevant,Quero um vinil do Belle and Sebastian... 
2440,RGamethi,Irrelevant,@RGamethi Really? 
65454,FIFA,Negative,has had a rethink about todays plans after checking her account .... looks like it's just housework today then 
3637,smudge372,Irrelevant,@smudge372 did you see my garden this morning?! Looks like monsoon season   http://yfrog.com/5crp7j
37238,Amazon,Negative,I'm fighting to let go of the pillow top  I have to make moves. Got no sleep    Still have a headache. Suckin it up &amp; pressn on!
8256,Apple,Irrelevant,I feel very ill 
90348,Google,Positive,The day is bright and theres a big presentation to write 
82417,Lexiemclean,Positive,@Lexiemclean That's a great idea - I've just been sent our latest one to tweak 
33786,CS-GO,Neutral,Sneezing in 1000 pics per second with underlying opera music - http://tinyurl.com/c5ovmb 
40143,mikejang,Positive,@mikejang yup 
59324,CS-GO,Neutral,Working again in parametric design 
53810,kplicanic,Positive,@kplicanic when are your scc classes...I guess I could just go look it up online #imtoolazy 
13636,Netflix,Neutral,Good Morning . Start of what's gonna be another busy week 
35427,Netflix,Neutral,Weekend at my moms not going so well as she is in a foul mood *kneels down and prays* Hope all you tweeties are having a great day!  xx
61745,Netflix,Negative,Going to sleep. Work in the morning 
57125,Facebook,Irrelevant,Has packed the Xbox away  Buried alive I say! Bloody travesty
45707,Google,Positive,im home wit my mommy she had surgery so im takin care of her 
99661,ssava,Irrelevant,"@ssava I can't wait to see you!! Katie might not be able to come with us, though.    Screw grad school!"
41939,FIFA,Negative,Cards down 6-5 bottom of 8th. 
34897,nicholas_c,Irrelevant,@nicholas_c That's happened to me too. 
70254,xraytid,Neutral,naw she 21.  @xraytid
93681,indiefixx,Neutral,@indiefixx taking weekends off like a normal person does wonders for your sanity.  Enjoy it!
81611,HelenWayte,Neutral,@HelenWayte ah wow they look brilliant! thanks for the pics 
5486,MaddenNFL,Negative,Y u in a mood sexiest?? got up a while ago... seems no one likes me anymore  all cause im slightly diffrent.
28721,CS-GO,Neutral,lovin sunday morning 
51070,OHHCRAPP,Neutral,"@OHHCRAPP Yes, it is! I was going to write about it soon "
16798,mikethemiz,Neutral,"@mikethemiz Ahh I think i need to do the same, get better "
36456,keisha_buchanan,Irrelevant,@keisha_buchanan I make a big deal of it for myself too...I need to lose like a stone 
78519,Google,Neutral,Off of work early.Going to head to the gym. I'm excited. 
98424,katie_o_b,Irrelevant,@katie_o_b your sister beats me up  x
30023,Google,Irrelevant,"Is on the way to Spain, yay! ...but Landy arches are rubbing slightly with the load "
33379,Microsoft,Irrelevant,Hanging up damn shades for the windows and i'm fucking pissed! I need help 
92691,pressingbuttons,Irrelevant,@pressingbuttons yeah i lose 99% of the time too I've only won once 
82367,JoTheCat,Positive,@JoTheCat mine too now 
12099,TheRealJennifer,Neutral,@TheRealJennifer U welcome Jennifer! you are way Awesome! 
29042,agnsrms,Negative,@agnsrms teenk you so much bebe  i am sooo nervous
90844,Microsoft,Positive,got up way to early for a summer day and now is at work getting paid to work on her homework 
94596,tiffanythurston,Neutral,@tiffanythurston Wow I had never heard that before (and I have worked with reptiles for over 10 years) I guess cause I don't live there. 
72888,CS-GO,Neutral,not being hungover is a welcome change to my weekend routine. time to enjoy some coffee out in the sun 
36141,wizbiff,Neutral,@wizbiff I &lt;3 your pic with your matching footsies. 
79629,Amazon,Irrelevant,Customers are retarded. 
2057,CS-GO,Neutral,"&quot;Generation Kill&quot; is AWESOME!!! And our swedish pride SkarsgÃ¯Â¿Â½rd as sgt Iceman is, not only hot, but SOOOO good!! "
22334,Apple,Negative,"took a 2 hour nap. not so good a feeling, i tell you!! note to self: never wear a watchmen t-shirt while taking a nap in a very hot room. "
76395,iRachiieX,Irrelevant,@iRachiieX why so sad babe?? 
9704,Netflix,Negative,i wish you were thereeeeeeeee 
12501,Facebook,Irrelevant,Goin' for a detox run...this should be fun. 
35720,Twitter,Negative,Getting that funny feeling that usually indicates I'm sick. Great.... 
19647,MaddenNFL,Irrelevant,is working all day. everyones gone! 
8621,Google,Negative,It was actually a huge bee! Have opened window and let it out. Looks like I'm the stupid one 
83109,Apple,Negative,also played sims 3 as well. my mans best friend is about to die  also he failed in his quest to look for love so he adopted instead
17588,CS-GO,Irrelevant,FML... Don't feel too well! 
30456,smudgedidit,Neutral,"@smudgedidit drinking on a school night? shocking dude!! im trying for 5 days of no drinking this week, for the first time in years "
56575,Twitter,Positive,UNGH! Loving this video of my faves performing a cover of a song from my hometown heroes Sublime. I'm seriously melting over here.  ht ...
79394,exortabreedoll,Irrelevant,"@exortabreedoll i didnt sleep... at all, now i have to go to work in 30 mins "
76816,dougiemcfly,Neutral,"@dougiemcfly LMAO, Dougie what Newspaper ? Im gonna have to buy it  XXX"
25391,arswwdc,Irrelevant,We're getting several confirmations that some iPhone 3G S are scheduled to be delivered tomorrow (2 days early)!(via @arswwdc). ÃÂ¿Y aquÃÂ­? 
78850,Microsoft,Neutral,"everyone should take a chill pill and let the love stay in the air, forever. How does that sound? "
16138,mikey_vengeance,Negative,@mikey_vengeance Epic Fail 
50610,CS-GO,Positive,n lets not forget the food *smh* will cop w/foodstamps  got lots to do! takin moms 2 get her hair done will b on later!
64763,pammiebegood,Positive,@pammiebegood went to a great art show and met some awesome people there...but i should have been cleaning house! 
5618,Amazon,Irrelevant,twitter is making me double tweet again.  not fair!
50798,johnnyaylward,Neutral,"@johnnyaylward No you wont, as I may get there myself first. "
75680,Microsoft,Negative,"Come on, people. Work with me here. I need to know what that girl's up to next year. I won't see her that much anymore  #yennyontwitter"
33422,FIFA,Neutral,what a morning! This calls for a bike ride!! See ya 
30685,kissability,Irrelevant,"@kissability I wish I could get one of my friends to do the same. They've been apart for 2 months, still thinks she can win him back. "
35116,mrsflinger,Neutral,"@mrsflinger Yeah, I don't think we have to worry much about you getting lost in the wild going that route! Have fun. "
99070,dalionqn,Negative,@dalionqn @mirz112 what ever happened to the cupcake diaries!?! 
82185,Netflix,Positive,live your life 
18603,Microsoft,Positive,bed i guesss.gooodnight 
23604,MaddenNFL,Irrelevant,"is wearing a wee sundress and glads , but has to go change into stupid spar uniform &amp; go to work  . beyonce tomorrow , hasn't hit me"
15658,paolotarray,Neutral,@paolotarray  yes i do but the beauty of msn is that incomplete msgs get interrupted by the other person's msg. yeah that makes no sense.
71777,Jayzie716,Neutral,"@Jayzie716 Ahhhhh! Didn't recognize your name, and your face was hard to see in the Twitter pic. I feel better now. I'll go accept.  "
74641,Google,Negative,"I have a long day today! going to Billsies grad party, study for my math final  then work on a project for English then church! txt me"
73833,juanbarnard,Positive,"@juanbarnard @rhettroberts Aw, you guys are totally awesome!  #bestbuddies"
46768,FIFA,Irrelevant,Just got off work...its been a long day 
36938,Apple,Irrelevant,is never going to get to see star trek. 
1197,Facebook,Negative,just finished big love... craziness! cant wait for season 4. beautiful day outside! no 16miler today.. sore back 
94321,CS-GO,Neutral,"is back home now, went and got a top a vest and a pair of shorts  good times! in love with the top it says 'I LOVE L.A' i wanna live there"
16547,JohnFletcher,Positive,@JohnFletcher I'll hope to meet up with you if I come 
99644,CS-GO,Irrelevant,Wishing that I had the day off!  Instead I'm working both jobs on a beautiful saturday.  
2015,retardd18,Positive,@retardd18 busy working on YOUR student ministry!! 
22711,Apple,Neutral,just got a new haircut   &lt;3
25438,Google,Positive,"Serg if you see this, it means you have been totally brought to the Drak Side... lol "
23664,hyper_baffoon,Negative,"@hyper_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again "
62645,Facebook,Irrelevant,God damn it  we are down 2 to 0 
99884,maxine_c,Neutral,@maxine_c Thanks Max! 
22432,Netflix,Irrelevant,Can I go Home Yet??? PLEASE!!! 
99757,CS-GO,Negative,I am really over all the rain and cold here in Ohio! Did Mother Nature not get the memo that it is June? UGH 
22993,sabrinafallah,Irrelevant,@sabrinafallah oh ok  it's nothing ;) me i loveee Mika he's soo amazing !
67140,jKeys_WheReitiS,Irrelevant,"@jKeys_WheReitiS I know, ima a big dissapointment LOL. Just not in the mood tonite sorry jess "
93953,Apple,Negative,so my neighbours pugs were running down the street and i rescued the puppy and it was SO cute omg i just wanted to steal it 
26468,Google,Negative,misses writing while drinking  http://plurk.com/p/xnwxv
93379,bobbyllew,Positive,@bobbyllew It will be good test driving conditions to report back to Tesla Headquarters on how it performs under UK weather 
68271,The_Kraken,Positive,Yeah! ask them why they don't come to cornwall!! @The_Kraken!  Ã¢â¢Â« http://blip.fm/~7jne7
74971,CS-GO,Irrelevant,Thinks he's getting sick 
26657,MaddenNFL,Positive,Off to work soon  Loool sounds so weird saying that .. Jonas Concerttt Todayy! OMG!
76209,lifeswings,Irrelevant,@lifeswings Cause he's gay. Don't we have Alexa Chung in MTVasia? 
14855,SophieLee_xo,Irrelevant,@SophieLee_xo haha! eee. i wanna go again next friday  at manchester haha (U).
97997,Apple,Negative,Hey twitters! Haven't been avoiding u guys jus prepin 4 surgery on wed. Gotta get my wisdom teeth pulled Ouch! don't like the dentist 
72650,BlurryJoy,Neutral,@BlurryJoy i'm doing ok ..  just been nuts  last few weeks  how abt u ?
60618,jasminelaurenxo,Positive,@jasminelaurenxo no you wontttt !  theyree too cute
26118,CS-GO,Irrelevant,Woke up semi early. Feeling its effects now 
16305,Facebook,Irrelevant,watching my teams game! (: and its loosing 
99387,Google,Irrelevant,idk why i can't see my profile picture 
85963,CS-GO,Negative,school is taking back the laptops over the summer.    I guess I really need to invest in my own now.
36458,nat1314,Neutral,"@nat1314 I need a new mouse, lets go shopping "
68914,Netflix,Positive," Not overstyled, but stylish as well... good! http://lookbook.nu/look/160210"
